ArticleId,Text,Category
1990,hodgson shoulders england blame fly-half charlie hodgson admitted his wayward kicking played a big part in england s 18-17 defeat to france.  hodgson failed to convert three penalties and also missed a relatively easy drop goal attempt which would have given england a late win.  i m very disappointed with the result and with my myself   hodgson said.  it is very hard to take but it s something i will have to get through and come back stronger. my training s been good but it just didn t happen.  hodgson revealed that olly barkley had taken three penalties because they were  out of my range  but the centre could not convert his opportunities either  particularly the drop goal late on.  it wasn t a good strike   he added.  i felt as soon as it hit my boot it had missed. it s very disappointing  but i must recover.  andy robinson said he would  keep working on the kicking  with his squad. however  the england coach added that he would take some positives from the defeat.   we went out to play and played some very good rugby and what have france done   he said.  they won the game from kicking penalties from our 10m line.  it s very frustrating. the lads showed a lot of ambition in the first half  they went out to sustain it in the second but couldn t build on it.  we took the ball into contact  and you know when you do that it is a lottery whether the referee is going to give the penalty to your side or the other side.  we have lost a game we should have won. there is a fine line between winning and losing  and for the second week we ve been on the wrong side of that line and it hurts.   england went in at half-time with a 17-6 lead but they failed to score in the second half and dimitri yachvili slotted over four penalties as france overhauled the deficit. england skipper jason robinson admitted his side failed to cope with france s improved second-half display.   we controlled the game in the first half but we knew that they would come out and try everything after half-time   he said.  we made a lot of mistakes in the second half and they punished us. they took their chances when they came.  it s very disappointing. last week we lost by two points  now one point.,sport
2030,friends fear  with lost mobiles people are becoming so dependent on their mobile phones that one in three are concerned that losing their phone would mean they lose their friends.  more than 50% of mobile owners reported they had had their phone stolen or lost in the last three years. more than half (54%) of those asked in a poll for mobile firm intervoice said that they do not have another address book. a fifth rely entirely on mobiles. about 80% of uk adults own at least one mobile  according to official figures. it is estimated that 53% of over 65s own a mobile  according to intervoice  but the figures are higher for those aged between 15 and 34.  most 15 to 24-year-olds (94%)  and 25 to 34-year-olds (92%)  own at least one. nineteen percent of mobile owners were more concerned about how long it would take to find their contacts  information again if the phone was lost  stolen or replaced.  the survey showed that extent to which people have become reliant on their phones as address book. many mobile owners do not bother to make back-ups of their contact details  and with people changing their phones once a year on average  it becomes a problem. they also are becoming less likely to remember numbers by heart  relying on the mobile phone book instead.  we re a nation of lazy so-and-sos   david noone from intervoice said.  we put the numbers in our phones so we can call a friend at the touch of just one or two buttons and we certainly can t be bothered to write them down in an old fashioned address book.  the mobile phone plays such a key role in modern relationships; take the phone away and the way we manage these relationships falls apart.  one in three women  the survey said  thought if they lost their phones  it would mean they would lose touch with people altogether. most (62%) said they had no idea what their partner s number was. mr noone said it should be up to mobile operators to provide back-up services on the network itself  instead of relying on mobile owners to find ways themselves.  generally  information from sim cards can be backed up on physical memory cards  or can be copied onto computers via cables if the phone is a smartphone model with the right software. sim back-up devices can be bought from phone shops for just a few pounds.  but some operators offer customers free web-based back-up services too. orange told the bbc news website that those with orange smartphones could use the my phone syncing service which means back-ups of address books and other data are created online. for non-smartphone users  a memory mate card could be used to back up data on the phone. o2 also offers a free  web-based syncing service which works over gprs and gsm. neither vodafone or t-mobile currently offer a free network service for back-ups  but encourage people to use sim back-up devices. it is thought that about 10 000 phones are lost or stolen every month and 50% of total street crime involves a mobile. mobile phone sales are expected to continue growing over the next year. globally  more than 167 million mobile phones were sold in the third quarter of 2004  26% more than the previous year  according to analysts. it is predicted that there will be two billion handsets in use worldwide by the end of 2005.,tech
892,councils  must find gypsy sites  ministers are telling councils to find more sites for travellers  amid continuing rows concerning a string of unauthorised encampments.  councils are also to be given stronger powers to move on illegal settlements by gypsy communities on rural land. more money is to be given to councils to develop official caravan parks  said housing minister yvette cooper. in november  mps urged ministers to make councils create sites because 3 500 travellers have no place to stop. ms cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places. that scheme has paid out £25m in four years  with £8m available for 2005.   there are two major problems in the planning system at the moment concerning gypsy and traveller sites   said ms cooper.  firstly  local authorities are not identifying enough appropriate locations either for private or public sites. and secondly  they do not have enough powers to deal swiftly with development on inappropriate sites.  the result is that there are too many developments on inappropriate sites  causing tensions and difficulties for both the neighbouring communities and the gypsies and travellers.  that is why we are consulting on a new obligation on local authorities to identify more appropriate sites  as well as new powers to take immediate action if the development is in the wrong place and cannot be tolerated in even the short-term because of risk to local amenity and the environment.  under the new regulations  expected to be in force in the spring  officials will be able to serve  temporary stop notices  aimed at preventing works on a site before a council has had chance to obtain a full legal ban. many mps with rural constituencies  particularly in eastern england  have been pressing the government to create stronger enforcement powers  saying villagers are suffering because of the legal delays in removing illegal encampments.  andrew ryder  of the traveller law reform coalition  said:  we welcome talk about an obligation on councils to identify land for gypsies and travellers  so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored.  new accommodation proposals for travellers need to be backed up with decent funding and intervention by the government when councils attempt to dodge their responsibilities towards travellers  as they often do.  living on the side of the road or being worn down by planning appeals  legal action and eviction is no one s idea of fun.  in their november report  mps from the committee scrutinising the office for the deputy prime minister  responsible for housing  said most illegal traveller encampments were caused by a lack of places to stop. numerous communities and councils were paying for lengthy and expensive evictions against travelling communities  said the mps. in turn  the problems had worsened because councils were reluctant to voluntarily provide sites because of resistance from residents. two of the most controversial traveller sites - cottenham in cambridgeshire and minety in wiltshire - remain embroiled in an ongoing legal battle.,politics
803,us composer recreates bach score a us musicologist has recreated a lost musical score by german composer johann sebastian bach.  the 1728 composition  called wedding cantata bwv 216  was found among the papers of japanese pianist chieko hara  who died in japan in 2001 aged 86. the work  written for the wedding of a daughter of a german customs official  was missing for 80 years. joshua rifkin - a composer and leading interpreter of bach - has recreated the missing instrumental parts.  he said he originally wanted to let the lost cantata lie in rest.  maybe a fragment should stay a fragment   said rifkin.  then i thought of palaeontologists  from one bone they figure the entire dinosaur. this is my dinosaur.  the eight rediscovered pages consist of vocal pieces in german for soprano and alto  with the seven movements lasting for a total of between 20 and 25 minutes. the instrumental parts were entirely lost except for two recycled movements  a duet and an aria which had been used elsewhere in bach s work. rifkin likened the challenge to a  musical rubik s cube .  i could not reconstruct what bach wrote but i could give the people of today an idea of what his music was like   he said.  it sounds like bach s music  but the listener should not know which part is bach s and which part is mine.,entertainment
74,funding cut hits wales students the wales students rugby side has become a casualty of the welsh rugby union s reorganisation at youth level.  an amalgamated under-18 side formed from separate schools and national youth teams plays its first match on thursday  against italy at the gnoll. but that move has seen the wru decide to end its funding of representative sides such as wales students. as a result  traditional international fixtures against england and france in the new year have been cancelled. the welsh students rugby football union feels that it is unable to properly prepare for or stage the matches. the secretary of the welsh students rugby football union  reverend eldon phillips  said:  it is a shame that fixtures cannot be maintained this year.  the competition provided by the strong english and french teams has enabled the welsh students to test themselves in high quality matches.  the increasing number of young rugby players entering higher education look for the biggest challenge  that is representative rugby  but this year that opportunity will be denied them. players who have played for wales students before going on to win full senior representative honours include robert jones  rob howley  jon humphreys  darren morris  martyn williams and ceri sweeney.,sport
641,conservative backing for id cards the tories are to back controversial government plans to introduce id cards.  the shadow cabinet revealed its support ahead of next week s commons vote on a bill to introduce compulsory id. the decision follows a  tough meeting  where some senior tories argued vociferously against the move  party sources told the bbc. the bill  which ministers claim will tackle crime  terrorism and illegal immigration  is expected to be opposed by the liberal democrats.  they have said the scheme is  deeply flawed  and a waste of money. sources within the conservative party told the bbc michael howard has always been in favour of id cards  and tried to introduce them when he was home secretary. the party has been  agnostic  on the issue until now but had now decided to come off the fence  the tory source said. despite giving their backing to id cards  the conservatives insisted they would hold ministers to account over the precise purpose of the scheme.  they said they would also press labour over whether objectives could be met and whether the home office would deliver them. and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected.  it is important to remember that this bill will take a decade to come into full effect   a spokesman said.  it will do nothing to solve the immediate problems of rising crime and uncontrolled immigration.   lib dem home affairs spokesman mark oaten said:  this has all the signs of michael howard overruling colleagues  concerns over id cards.  the tories should have the courage to try and change public opinion not follow it.  the new chairman of the bar council  guy mansfield qc warned there was a real risk that people on the  margins of society  would be driven into the hands of extremists.  what is going to happen to young asian men when there has been a bomb gone off somewhere  they are going to be stopped. if they haven t [id cards] they are going to be detained.,politics
740,labour s election love-in peace and love have been in short supply in the labour party in recent days.  if press reports are to be believed  alan milburn and gordon brown have been at each other s throats over the contents of labour s next election manifesto. but the pair were all smiles on tuesday morning  as they joined john prescott to unveil labour s latest poster campaign. the event - at old billingsgate fish market on the banks of the thames - was a carefully choreographed show of unity. and the surest sign yet that we are heading for a general election in the next few months. it was also one of the most bizarre photo opportunities of recent years.  the first inkling something slightly odd was afoot was when - in place of the soft rock music normally chosen for such occasions - labour s speakers crackled to life with the sound of booker t and the mgs. then a vw camper van trundled into view  decked out in that most mind-bending of psychedelic messages -  lowest mortgage rate for 40 years . as the side-door slid open  it looked for one glorious moment as if the cabinet had decided to bury their differences and go on the road together  scooby doo-style. but  sadly  it wasn t the cabinet who had raided the dressing-up box - just six rather ill-at-ease looking labour students. two were dressed as regency dandies - to unveil a poster trumpeting  the longest period of economic growth for 200 years . another pair of students were in a beatle wig and sgt pepper jacket to highlight the  lowest interest rates since the 1960s .  the remaining two were dressed in a vague approximation of disco chic to demonstrate the  lowest unemployment since the seventies .  the politicians - led out by john prescott - were soberly-suited as always. the event may have been designed to highlight labour s economic success under mr brown  but there was little doubt who was in charge. the chancellor walked side-by-side with mr milburn  pointedly exchanging chit chat  as they approached the microphone. but it was mr milburn who took centre stage  speaking of the  positive campaign  the party hoped to stage in the  coming weeks and months .  the mobile poster vans would  let people know britain is working again . mr brown repeated the familiar mantras displayed on the posters and spoke of labour s  shared purpose  and  united dedication . it was left to mr prescott to pay glowing tribute to the chancellor s record and  in a final flourish  to produce his famous pledge card  from 1997  claiming labour has met all of its promises. the event was carefully stage-managed to underline cabinet unity. and  more specifically  to demonstrate the  central role  mr brown will play in the election campaign  despite being sidelined as campaign chief in favour of mr milburn.  but keen students of body language will have had a field day. there was much forced smiling for the cameras  but only mr prescott  who revels in such occasions  seemed to be truly enjoying himself. mr milburn made a point of turning to face the chancellor  as he spoke  nodding thoughtfully. but it was the former health secretary s final gesture  placing an arm on mr brown s back as they walked away from the microphones  which was perhaps the most telling. thanks for dropping by gordon  he might have been saying.,politics
750,el guerrouj targets cross country double olympic champion hicham el guerrouj is set to make a rare appearance at the world cross country championships in france.  but the moroccan  who has not raced over cross country for 15 years  will not decide until two weeks before the event which starts on 19 march.  if i am to compete in it  it is only if i feel i can win   said the 30-year-old  who is retiring in 2006.  otherwise there is not much point in me going.  el guerrouj achieved a lifetime ambition last august when he clinched his first olympic titles over 1500m and 5 000m. but the four-time world 1500m champion is still hungry for more success before calling time on his career. the 30-year-old has set his sights on clinching the world 5 000m crown in helsinki this summer. and he is aiming to break 10 000m olympic champion kenenisa bekele s 5 000m and 10 000m world records.  el guerrouj could meet bekele in march as the ethiopian is the defending world cross country champion over both the long and short courses. but the moroccan will not commit himself to the st galmier event until he assesses how well his winter training is going.  the return to training was very difficult because i accepted a lot of invitations these past few months   said el guerrouj.  i am almost a month behind but i am on the right track.     - britain s paula radcliffe has also not ruled out competing in the world cross country championships.  i haven t quite decided what events i will compete in prior to london but the world cross country is an event which is also special to me and is a definite possibility   said the two-time champion.,sport
2118,wales stars need a rest - ruddock wales coach mike ruddock has defended his decision not to release any of the international stars for this weekend s regional celtic league fixtures.  ruddock says the players will benefit from the rest  and their absence will give youngsters a chance to impress.  we ve got the wru charter in place now which outlines exactly what happens   ruddock told bbc wales sport.  once we re in the six nations  the players will only be released in his and the wru s best interests.  the ospreys and scarlets say they are happy to support the wales cause  but the dragons have expressed disappointment at not being able to use their national squad players in friday s game with ulster. ceri sweeney  gareth cooper  ian gough and kevin morgan have been used sparingly by ruddock in the opening two six nations wins and captain jason forster believes they would benefit from a game with the dragons.   i m sure the guys would want to come back to get some game time   forster told bbc wales sport.  it would also be a timely reminder to mike [ruddock] as to what they can do.  and the supporters want to see the star players - no disrespect to the other guys - performing on the pitch.  ruddock  though  is keen to protect his players from injury and fatigue.  at this stage  there s nothing more [the players] can do in games to impress me further.  we ve got to look at it at another angle and see the opportunities that are provided for the younger players in the region.  for example  the dragons might use james ireland this weekend. i ve been looking at the lad - he s a great prospect for the future.  french and english clubs have requested to have all their international players available which means stephen jones  gareth thomas and mefin davies will play this weekend. the majority of ireland and scotland players have also been released for provincial duty.,sport
1170,pakistani women  must not hide  hiding women away in the home hidden behind veils is a backward view of islam  president musharraf of pakistan has said during a visit to britain.  he was speaking to the bbc s newsnight programme a few hours before visiting the pakistani community in manchester.  my wife is travelling around. she is very religious but she is very moderate   said general musharraf. it comes after pakistan s high commissioner to britain said some pakistanis should integrate more. dr maleeha lodhi said people could not expect others to listen to their grievances if they isolated themselves.  gen musharraf told the bbc:  some people think that the women should be confined to their houses and put veils on and all that and they should not move out - absolutely wrong.  the pakistani president was also asked whether he thought the war on terror had made the world less safe.  yes  absolutely. and i would add that unfortunately we are not addressing the core problems  so therefore we can never address it in its totality   he said.  we are fighting it in its immediate context but we are not fighting it in its strategic long-term context.   it is the political disputes and we need to resolve them  and also the issue of illiteracy and poverty. this combined are breeding grounds of extremism and terrorism.  on monday the pakistani president met prime minister tony blair at 10 downing street  on his first official visit to london. he is due to visit the pakistani community in manchester on tuesday afternoon.  the mirror newspaper said on tuesday it had been handed a sensitive dossier outling the details of gen musharraf s visit to britain. the paper said the document had been found in a london street by a member of the public. it said the dossier contained details about his movements and also confidential police radio channels  call signs and codes. speaking in london on monday  gen musharraf said al-qaeda was  on the run  in pakistan.  but standing next to mr blair he added that it was crucial to tackle the  core of what creates terrorists  what creates an extremist  militant environment which then leads on to terrorism .  that is the resolution of political disputes.   mr blair said the two leaders had talked about afghanistan  the wider war on terror  the situation in the middle east and the ongoing dispute over kashmir.  we agreed that in afghanistan there is some cause for optimism about the progress that has been made there   said mr blair.  in respect of iraq  we agreed that whatever the issues of the past  the important thing now is to see the strategy through and ensure that iraq is capable of becoming a stable and democratic state.,politics
588,kluft impressed by sotherton form olympic heptathlon champion carolina kluft was full of admiration for britain s kelly sotherton as the pair prepared to clash in birmingham.  both will be in action on friday in the 60m hurdles and long jump ahead of the european indoor championships later this month in madrid. sotherton finished third behind the swede in athens  and kluft said:  i knew about her  she s a great girl.  she looked very good early in the season and was competing really well.  kluft showed impressive early-season form on tuesday in stockholm s ge galan meeting  winning the sprint hurdles  the long jump and the 400m. sotherton has also displayed promise  with a new high jump personal best in sheffield at the combined norwich union european trials and aaa championships  and a second place in the long jump behind jade johnson.,sport
1995,mourinho plots impressive course chelsea s win at fulham - confirming their position at the premiership summit - proves that they now have everything in place to mount serious challenges on all fronts this season.  they have got strength in depth  great players  an outstanding manager in jose mourinho and finances no other club in the world can match. all they need to add now is the big prizes which  as we all know  is the most difficult part of all. one thing is certain - they have put themselves in a position to make that leap to success very impressively indeed. they beat a very tough everton at stamford bridge  won at newcastle in the carling cup  and then won 4-1 at fulham  which was a great result given that they had been showing good form. as i said  winning the major honours is the hardest task of all  but in mourinho they have a manager who will make it a whole lot easier to handle the anticipation and expectation that will come their way now. mourinho has won the biggest club prize of all  the champions league  and that track record and confidence transmits itself to top players. it is a priceless commodity. no-one can be anything other than highly-impressed by mourinho. he is regarded as a touch arrogant by some people  and maybe he can appear that way  but he has the silverware to back up the talk. mourinho doesn t simply talk a good game - he s won some very big games such as the champions league final with porto. some may criticise his talk  but the words are backed up with actions. i ve also found him to be very realistic whenever i ve heard him. he s spent a lot of money and it seems to be working  and we should remember lots of managers have spent money and it has not worked. the buys are now integrating  and in arjen robben he has the player who is giving them that extra dimension.  in the early games he was slaughtered for defensive tactics  and yet he was winning games. you cannot win titles early on in the season  but you can certainly lose them and those points on the board were vital. i also thought the criticism was very harsh  because even though they were not scoring goals they were creating chances by the hatful. now they are taking those chances  have the double threat of robben and damien duff  and things are looking good. i just wonder if they lack a predator  particularly with didier drogba injured. he was starting to look the part before he was sidelined  but you have to feel if chelsea had a ruud van nistelrooy they would be even more of a safe bet for the title. chelsea also have all the tools to go far in the champions league. i felt they would never have a better chance than last season  but they have swept all before them in europe so far this season. it will now be very interesting to see how mourinho prioritises things  but his life will be made easier by the size of chelsea s squad. i have said i believed chelsea would win the league this season  even when arsenal were flying at the start  and i have seen nothing to make me change me mind.  if anything  what i have seen has confirmed my early impressions. and chelsea would have taken encouragement from arsenal s rocky defensive display at spurs  even though they ran out 5-4 winners. mourinho had his say on that game  complaining:  five-four is a hockey score  not a football score.  in a three-against-three training match  if the score reaches 5-4 i send the players back to the dressing rooms as they are not defending properly.  so to get a result like that in a game of 11 against 11 is disgraceful.   on a more serious note  it was a game that merely confirmed the importance of sol campbell to arsenal. much criticism has been aimed at pascal cygan  but i believe the problem lies with the absence of campbell and its overall effect on arsenal s defence. confidence is a crucial factor in defending. when you start conceding goals  you suddenly get a chill in the bones every time the ball comes into the penalty area. you think  oh no  - then find your worst fears confirmed. arsenal need to reverse the process  with or without campbell  and get some clean sheets on the board. but the return of campbell is key. he solidifies the unit  has pace and is powerful in the air and on the deck. he is vastly experienced and has a calming influence on all around him. campbell pulls it all together at the back and gets the defence playing as a unit. chelsea have no such problems at present  which is why i would still place my money on them to edge out arsenal as champions this season.,sport
685,mido makes third apology ahmed  mido  hossam has made another apology to the egyptian people in an attempt to rejoin the national team.  the 21-year-old told a news conference in cairo on sunday that he is sorry for the problems that have led to his exclusion from the pharaohs since july last year. mido said:  there isn t much i have to say today  all there is to say is that i came specially from england to egypt to rejoin the national team and to apologise for all my mistakes.  mido was axed by former coach marco tardelli after failing to answer a national call-up  claiming he had a groin injury. but he then played in a friendly for his club as roma within 24 hours of a world cup qualifying match at home to cameroon last september. mido added:  it s not my right to give orders and say when i want to play ... at the same time i will always make sure that i put the national s team s matches as my top priority.  i feel that the national players are playing with a new spirit as i saw them play against belgium (egypt won 4-0 on wednesday) and i simply want to add to their success.  i do confess that i was rude to the egyptian press at times but now i have gained more experience and know that i will never go anywhere without the press s support.  many of the international stars like david beckham and (zinedine) zidane had the press opposing them.  so i m now used to the fact that the press can be against me at times and i don t have to overreact when this happens. meanwhile  egypt fa spokesman methat shalaby welcomed the apology and said no one had exerted pressure on mido to apologise.  mido s apology today does not negatively affect mido in anyway  on the contrary it makes him a bigger star and a role model for all football players   shalaby said. shalaby earlier said that after an apology mido would be available for the national side if coach hassan shehata chose him. mido joined tottenham in an 18-month loan deal near the end of the january transfer window  scoring twice on his debut against portsmouth.,sport
366,sideways dominates spirit awards the comedy sideways has dominated this year s independent spirit awards  winning all six of the awards for which it was nominated.  it was named best film while alexander payne won best director and best screenplay  along with writing partner jim taylor. it also won acting awards for stars paul giamatti  thomas haden church and virginia madsen. sideways is tipped to do well at sunday s oscars  with five nominations.  the awards  now in their 20th year  are given to films made outside the traditional studio system  and are traditionally held the day before the oscars. other winners included catalina sandino moreno  who took best actress for her role as a drug smuggler in the colombian drama maria full of grace. moreno is also nominated for best actress at the oscars. the best first screenplay award went to joshua marston for maria full of grace. scrubs star zach braff won the award for best first feature for garden state  which he wrote  directed and starred in. oscar-nominated euthanasia film the sea inside from spain won best foreign film  while metallica: some kind of monster was awarded best documentary. actor rodrigo de la serna took the best debut performance prize for the motorcycle diaries. the awards are voted for by the 9 000 members of the independent feature project/los angeles  which includes actors  directors  writers and other industry professionals. last year s big winner  lost in translation  went on to win the oscar for best original screenplay  for writer-director sofia coppola.,entertainment
631,putting a face to  big brother  literally putting a face on technology could be one of the keys to improving our interaction with hi-tech gadgets.  imagine a surveillance system that also presents a virtual embodiment of a person on a screen who can react to your behaviour  and perhaps even alert you to new e-mails. basic versions of these so-called avatars already exist. together with speech and voice recognition systems  they could replace the keyboard and mouse in the near future. some of these ideas have been showcased at the london s science museum  as part of its future face exhibition.  one such avatar is jeremiah. it is a virtual man  which you can download for free and install in your computer.  his creator  richard bowden  lecturer at the centre for vision  speech and signal processing at the university of surrey  refers to jeremiah as  him   rather than it.  jeremiah is a virtual face that attempts to emulate humans in the way it responds to activity. he is very childlike  he likes visual stimulus   he told the bbc news website.  when he sees children running and laughing and waving at him  he smiles at them. if you ignore him  he gets angry. if you leave  he gets sad. and you can also even surprise him.  jeremiah is not actually intelligent. it works on vision  reacting in a preset way to the information provided by a surveillance tracker system. it is not able to talk or to hear you  at least not yet. the surrey team is already working on jeremiah s next version  that will replace the human face with an underwater and more interactive creature: finn the fish.  i am interested in the interaction  providing the ability of a system to watch what s going on and make decisions based on that   explained dr bowden.  the research comes at a time when people are having to cope with an increasing number of hi-tech gadgets.  experts say a much more natural way to interact with these devices  such as a virtual human  could make it much easier to make the most of all those new gizmos.  if you get up at three o clock in the morning  and you go downstairs  there are probably two things you are going to do: either going to the bathroom  or maybe you are going to make a cup of tea   said dr bowden.  now if the system can watch your behaviour over time  it can learn this  so it would predict what you are going to do  turn on the lights for you  or  before you even get to the kettle  it could have switched it on.  you might even be able to tell your home surveillance system that you will be going away on holiday  and ask if it could make sure that the house is secure once you have left. this might sound like a scary vision of an orwellian future. but it might all depend on the face that is watching you.  when we put the surveillance cameras in our centre  a lot of people were very unhappy about the fact that there was a system watching them   said dr bowden.  but when jeremiah s camera went in  nobody minded  because although it s still watching them  they could see what it was watching.,tech
527,mourinho defiant on chelsea form chelsea boss jose mourinho has insisted that sir alex ferguson and arsene wenger would swap places with him.  mourinho s side were knocked out of the fa cup by newcastle last sunday before seeing barcelona secure a 2-1 champions league first-leg lead in the nou camp. but he denied his club was suffering a dip in form which league rivals arsenal and manchester united could exploit.  they cannot speak to us about blips because they re not in a better position than us   mourinho said.  do they want to change positions with us  we are top of the league by nine points and in the carling cup final.  the only thing they can say they are in a better position than us in is the fa cup.  in the champions league all three teams can either go through or go out but the one team that is in the best position is still chelsea.   mourinho said it was important to keep his team s results in perspective.  don t try to put pressure on me because i am never under pressure   he warned.  we have lost one important game this week - at newcastle - and we re out of the fa cup but i don t think a defeat in a first-leg tie is a real defeat. we are just 2-1 down at half-time.  asked if his chelsea honeymoon was now over  mourinho replied:  i have had 20 years of honeymoons with my wife.  the day that this club is not happy with me is the day that i go.,sport
1351,snow patrol bassist exits group snow patrol had  no other course of action  but to ask their co-founder and bassist to leave the band  lead singer gary lightbody has said.  mark mcclelland had been in the band for more than 10 years since its formation at dundee university. lightbody said  over the last 18 months touring has taken its toll on the rest of the band s relationship with him . he said:  this is the hardest decision we have ever had to make and believe us when we say we didn t make it lightly.  the group  originally from northern ireland  has only achieved mainstream success in the last year with the single run and award-winning album final straw. in a statement on the band s website  lightbody said:  i started the group with mark 10 years ago and he was a massive part of snow patrol and my life throughout that decade.   he added:  it got to the stage that things couldn t go on as they were  so we felt there was no other course of action but this.  i know you will all be distressed and may not understand this news but we had to do what was best for the band.  snow patrol are currently working on the follow-up to their breakthrough third album. the band is set to play support to u2 on a number of summer stadium gigs. last month  they were the big winners in ireland s top music honours  the meteor awards  picking up accolades for best band and album. it followed nominations for the brit awards and the mercury music prize. the band formed in 1994 when lightbody and mcclelland met as students at dundee university.,entertainment
1855,hitachi unveils  fastest robot  japanese electronics firm hitachi has unveiled its first humanoid robot  called emiew  to challenge honda s asimo and sony s qrio robots.  hitachi said the 1.3m (4.2ft) emiew was the world s quickest-moving robot yet. two wheel-based emiews  pal and chum  introduced themselves to reporters at a press conference in japan. the robots will be guests at the world expo later this month. sony and honda have both built sophisticated robots to show off developments in electronics. explaining why hitachi s emiew used wheels instead of feet  toshihiko horiuchi  from hitachi s mechanical engineering research laboratory  said:  we aimed to create a robot that could live and co-exist with people.   we want to make the robots useful for people ... if the robots moved slower than people  users would be frustrated.  emiew - excellent mobility and interactive existence as workmate - can move at 3.7m/h. its  wheel feet  resemble the bottom half of a segway scooter. with sensors on the head  waist  and near the wheels  pal and chum demonstrated how they could react to commands.  i want to be able to walk about in places like shinjuku and shibuya [shopping districts] in the future without bumping into people and cars   pal told reporters. hitachi said pal and chum  which have a vocabulary of about 100 words  could be  trained  for practical office and factory use in as little as five to six years.  robotics researchers have long been challenged by developing robots that walk in the gait of a human. at the recent aaas (american association for the advancement of science) annual meeting in washington dc  researchers showed off bipedal designs. the three designs  each built by a different research group  use the same principle to achieve a human-like gait.  sony and honda have both used humanoid robots  which are not commercially available  as a way of showing off computing power and engineering expertise. honda s asimo was  born  five years ago. since then  honda and sony s qrio have tried to trump each other with what the robots can do at various technology events. asimo  has visited the uk  germany  the czech republic  france and ireland as part of a world tour. sony s qrio has been singing  jogging and dancing in formation around the world too and was  until last year  the fastest robot on two legs. but its record was beaten by asimo. it is capable of 3km/h  which its makers claim is almost four times as fast as qrio. last year  car maker toyota also stepped into the ring and unveiled its trumpet-playing humanoid robot. by 2007  it is predicted that there will be almost 2.5 million  entertainment and leisure  robots in homes  compared to about 137 000 currently  according to the united nations (un). by the end of that year  4.1 million robots will be doing jobs in homes  said the report by the un economic commission for europe and the international federation of robotics. hitachi is one of the companies with home cleaning robot machines on the market.,tech
893,rangers seal old firm win goals from gregory vignal and nacho novo gave rangers a scrappy victory at celtic park that moves them three points clear of the champions.  rangers had rarely threatened until celtic goalkeeper rab douglas let defender vignal s 25-yard drive slip through his grasp and into the net. opposite number ronald waterreus had been rangers  hero  saving superbly from craig bellamy and john hartson. striker novo secured victory  lobbing douglas with eight minutes remaining. it ended celtic s 11-game unbeaten run at home in old firm derbies and gave rangers manager alex mcleish his first victory at the home of his glasgow rivals. celtic had won their last six meetings on their home pitch  including twice already this season. they started confidently  with new signing bellamy  on loan from newcastle united  given his celtic debut up front with wales international colleague john hartson and chris sutton dropping into midfield. it took bellamy just four minutes to threaten  taking on marvin andrews before delivering a low drive that was held by waterreus at the second attempt. he had an even better chance after hartson dispossesed sotiris kyrgiakos and sent his strike partner clear with only the goalkeeper to beat. but waterreus did well to beat away bellamy s disappointing low drive from 16 yards. waterreus came to the rescue again when the ball fell to hartson just inside the box and the dutch goalkeeper made a brave block. it was an old firm return for barry ferguson as mcleish stuck by the side that thumped four goals past hibernian. but rangers found celtic harder to break down and douglas was not threatened until 10 minutes after the break. dado prso turned inside neil lennon only for the celtic goalkeeper to beat away his powerful 18-yard drive. a great defensive header by andrews prevented hartson pouncing from five yards out. hartson foxed vignal at the edge of the rangers box  but the striker s shot on the turn was again beaten away by waterreus. rangers were beginning to dominate the midfield and vignal  collecting a knock back from fernando ricksen  broke the deadlock  douglas somehow letting the frenchman s dipping drive slip through his grasp. novo pounced on a moments  hesitation in the celtic defence to latch on to a long ball from ricksen and lob the ball over the advancing douglas. ricksen appeared to be hit by a coin  but it could not prevent rangers  celebrations at the final whistle.  : douglas  mcnamara  balde  varga  laursen  petrov  lennon  sutton  thompson  bellamy  hartson.  subs: marshall  henchoz  juninho paulista  lambert  maloney  wallace  mcgeady.  : waterreus  hutton  kyrgiakos  andrews  ball  buffel  ferguson  ricksen  vignal  prso  novo.  subs: mcgregor  namouchi  burke  alex rae  malcolm  thompson  lovenkrands.  : m mccurry,sport
